actual_x,actual_y,ScatterFusion_x,ScatterFusion_y,AWGFormer_x,AWGFormer_y,EnergyPatchTST_x,EnergyPatchTST_y,SWIFT_x,SWIFT_y,LWSpace_x,LWSpace_y,TimeFlowDiffuser_x,TimeFlowDiffuser_y,ARIMA_x,ARIMA_y
39.9,-1.685818588,39.9,-1.7103965551252098,39.9,-1.733391920564384,39.9,-1.7671647626596636,39.9,-1.4935593858860596,39.9,-1.4837458307329607,39.9,-1.5731162855608565,39.9,-1.517126037052703
40.0,-1.685818588,40.0,-1.7111544976065327,40.0,-1.7317585306652838,40.0,-1.7671647626596636,40.0,-1.4924704592866596,40.0,-1.4855225004477712,40.0,-1.5743359882728478,40.0,-1.5174874304488486
40.1,-1.685818588,40.1,-1.7122791028608715,40.1,-1.730125140766184,40.1,-1.7662637457395958,40.1,-1.4898739027798316,40.1,-1.4872991701625815,40.1,-1.5755556909848392,40.1,-1.517848823844994
40.2,-1.67856673,40.2,-1.7134037081152103,40.2,-1.7284917508670838,40.2,-1.7648118436070623,40.2,-1.4898739027798316,40.2,-1.489075839877392,40.2,-1.5767753936968305,40.2,-1.5182102172411398
40.3,-1.67856673,40.3,-1.714528313369549,40.3,-1.7265232493222982,40.3,-1.7633599414745293,40.3,-1.4875951435891674,40.3,-1.4908525095922025,40.3,-1.5779950964088219,40.3,-1.5184461690011946
40.4,-1.67856673,40.4,-1.7147633403201676,40.4,-1.7243453961234982,40.4,-1.761908039341996,40.4,-1.4838927931512076,40.4,-1.4926291793070128,40.4,-1.5792147991208132,40.4,-1.518663005038882
40.5,-1.68063869,40.5,-1.7147633403201676,40.5,-1.7199841503272193,40.5,-1.7604561372094627,40.5,-1.4801904427132477,40.5,-1.4944058490218233,40.5,-1.5804345018328045,40.5,-1.5188798410765694
40.6,-1.68063869,40.6,-1.7147633403201676,40.6,-1.7178062971284194,40.6,-1.7590042350769295,40.6,-1.4764880922752879,40.6,-1.4961825187366338,40.6,-1.5816542045447959,40.6,-1.5190966771142567
40.7,-1.68063869,40.7,-1.7147633403201676,40.7,-1.716287588423633,40.7,-1.7579917626070718,40.7,-1.472785741837328,40.7,-1.4979591884514443,40.7,-1.5828739072567872,40.7,-1.519313513151944
40.8,-1.687890548,40.8,-1.7147633403201676,40.8,-1.7151986618242332,40.8,-1.7572658115408053,40.8,-1.4690833913993684,40.8,-1.4997358581662545,40.8,-1.5840936099687783,40.8,-1.5195303491896315
40.9,-1.687890548,40.9,-1.7147633403201676,40.9,-1.7141097352248333,40.9,-1.7565398604745386,40.9,-1.4653810409614085,40.9,-1.501512527881065,40.9,-1.5853133126807697,40.9,-1.5197471852273188
41.0,-1.687890548,41.0,-1.7147633403201676,41.0,-1.7130208086254333,41.0,-1.7558139094082719,41.0,-1.4616786905234487,41.0,-1.5032891975958755,41.0,-1.586533015392761,41.0,-1.519964021265006
41.1,-1.694106426,41.1,-1.7147633403201676,41.1,-1.7125799477226888,41.1,-1.7550879583420054,41.1,-1.4579763400854886,41.1,-1.505065867310686,41.1,-1.5877527181047524,41.1,-1.5201808573026934
41.2,-1.694106426,41.2,-1.7147633403201676,41.2,-1.7125799477226888,41.2,-1.7543620072757387,41.2,-1.4542739896475287,41.2,-1.5068425370254965,41.2,-1.5889724208167437,41.2,-1.5203976933403809
41.3,-1.694106426,41.3,-1.7147633403201676,41.3,-1.7125799477226888,41.3,-1.7536360562094722,41.3,-1.4540412812186414,41.3,-1.5086192067403068,41.3,-1.590192123528735,41.3,-1.5206578119364509
41.4,-1.700322305,41.4,-1.7147633403201676,41.4,-1.7125799477226888,41.4,-1.7529101051432054,41.4,-1.456219134417441,41.4,-1.5103958764551173,41.4,-1.5914118262407264,41.4,-1.52092885698356
41.5,-1.700322305,41.5,-1.7147633403201676,41.5,-1.7135354280716346,41.5,-1.752184154076939,41.5,-1.4595799632863644,41.5,-1.5121725461699278,41.5,-1.5926315289527178,41.5,-1.5211999020306692
41.6,-1.700322305,41.6,-1.7147633403201676,41.6,-1.7151688179707345,41.6,-1.7514582030106722,41.6,-1.4637801087411928,41.6,-1.5139492158847383,41.6,-1.593851231664709,41.6,-1.5214709470777783
41.7,-1.706538183,41.7,-1.7145376418923959,41.7,-1.7168022078698344,41.7,-1.7507322519444055,41.7,-1.4679802541960212,41.7,-1.5157258855995488,41.7,-1.5950709343767004,41.7,-1.5217419921248876
41.8,-1.706538183,41.8,-1.713413036638057,41.8,-1.7184355977689343,41.8,-1.750006300878139,41.8,-1.4721803996508493,41.8,-1.517502555314359,41.8,-1.5962906370886918,41.8,-1.5220130371719967
41.9,-1.706538183,41.9,-1.7122884313837183,41.9,-1.7203819417190036,41.9,-1.7487587597269232,41.9,-1.4763805451056777,41.9,-1.5195098227509365,41.9,-1.5975103398006831,41.9,-1.522284082219106
42.0,-1.712754062,42.0,-1.7111638261293796,42.0,-1.7225597949178035,42.0,-1.7471253698278233,42.0,-1.4805806905605063,42.0,-1.5216876759497364,42.0,-1.5987300425126745,42.0,-1.522555127266215
42.1,-1.712754062,42.1,-1.7098605537499563,42.1,-1.7247376481166035,42.1,-1.7454919799287234,42.1,-1.4847808360153347,42.1,-1.5238655291485361,42.1,-1.5998490549390119,42.1,-1.5228261723133243
42.2,-1.712754062,42.2,-1.708173645868448,42.2,-1.7269155013154034,42.2,-1.7438585900296233,42.2,-1.4889809814701631,42.2,-1.526043382347336,42.2,-1.6009332351274488,42.2,-1.5230972173604334
42.3,-1.71793396,42.3,-1.70648673798694,42.3,-1.729093354514203,42.3,-1.7422252001305236,42.3,-1.4931811269249913,42.3,-1.5269915769369744,42.3,-1.6020174153158855,42.3,-1.5233682624075424
42.4,-1.71793396,42.4,-1.7047998301054317,42.4,-1.7312712077130032,42.4,-1.7405918102314237,42.4,-1.4973812723798199,42.4,-1.5269915769369744,42.4,-1.6031015955043222,42.4,-1.5236393074546517
42.5,-1.71793396,42.5,-1.7023794671150738,42.5,-1.7322304810999998,42.5,-1.7389584203323236,42.5,-1.5015814178346483,42.5,-1.5277531893193514,42.5,-1.6041857756927589,42.5,-1.523910352501761
42.6,-1.716897981,42.6,-1.6990056513520573,42.6,-1.7322304810999998,42.6,-1.7373250304332237,42.6,-1.5057815632894767,42.6,-1.5291143475686015,42.6,-1.6052699558811958,42.6,-1.52418139754887
42.7,-1.716897981,42.7,-1.6961866235728058,42.7,-1.733437982114445,42.7,-1.7357922656186608,42.7,-1.5099817087443053,42.7,-1.5304755058178514,42.7,-1.6063541360696325,42.7,-1.5244524425959793
42.8,-1.716897981,42.8,-1.6939374130641285,42.8,-1.735615835313245,42.8,-1.7343403634861279,42.8,-1.5141818541991334,42.8,-1.5318366640671013,42.8,-1.6074383162580692,42.8,-1.5247234876430884
42.9,-1.715862001,42.9,-1.6923088084504143,42.9,-1.7365972662949578,42.9,-1.7328884613535944,42.9,-1.5232531472521018,42.9,-1.5331978223163512,42.9,-1.608522496446506,42.9,-1.5249945326901977
43.0,-1.715862001,43.0,-1.6911842031960755,43.0,-1.7365972662949578,43.0,-1.7314365592210612,43.0,-1.5363202664449012,43.0,-1.5345589805656012,43.0,-1.6096066766349428,43.0,-1.5252655777373068
43.1,-1.715862001,43.1,-1.6900595979417368,43.1,-1.7371899380048224,43.1,-1.729984657088528,43.1,-1.5493873856377005,43.1,-1.5359201388148511,43.1,-1.6106908568233795,43.1,-1.525536622784416
43.2,-1.716897981,43.2,-1.6889349926873978,43.2,-1.7382788646042222,43.2,-1.7285327549559946,43.2,-1.5624545048304996,43.2,-1.5372812970641012,43.2,-1.6117750370118162,43.2,-1.525807667831525
43.3,-1.716897981,43.3,-1.687810387433059,43.3,-1.739367791203622,43.3,-1.7270808528234614,43.3,-1.5651183790692258,43.3,-1.538642455313351,43.3,-1.612859217200253,43.3,-1.5260787128786344
43.4,-1.716897981,43.4,-1.6866857821787202,43.4,-1.7404567178030221,43.4,-1.7256289506909281,43.4,-1.5629405258704259,43.4,-1.540003613562601,43.4,-1.6139433973886899,43.4,-1.5263497579257435
43.5,-1.71793396,43.5,-1.6855611769243815,43.5,-1.741545644402422,43.5,-1.7241770485583947,43.5,-1.560762672671626,43.5,-1.5413647718118508,43.5,-1.615727874318119,43.5,-1.5266208029728527
43.6,-1.71793396,43.6,-1.6844365716700425,43.6,-1.742634571001822,43.6,-1.7227251464258615,43.6,-1.558584819472826,43.6,-1.542725930061101,43.6,-1.6178962346949926,43.6,-1.526891848019962
43.7,-1.712754062,43.7,-1.6833119664157037,43.7,-1.743723497601222,43.7,-1.721273244293328,43.7,-1.5564069662740259,43.7,-1.5440870883103508,43.7,-1.6196077520582748,43.7,-1.52721999844377
43.8,-1.712754062,43.8,-1.682187361161365,43.8,-1.7448124242006218,43.8,-1.7198213421607949,43.8,-1.5542291130752262,43.8,-1.5454482465596007,43.8,-1.621053325642857,43.8,-1.5275813918399157
43.9,-1.712754062,43.9,-1.6810627559070261,43.9,-1.7441898084545777,43.9,-1.7179890972848295,43.9,-1.5510088955092434,43.9,-1.5468094048088505,43.9,-1.6224988992274392,43.9,-1.5279427852360612
44.0,-1.707574163,44.0,-1.6799381506526871,44.0,-1.7420119552557778,44.0,-1.7158112440860296,44.0,-1.5510088955092434,44.0,-1.5481705630581006,44.0,-1.6239444728120216,44.0,-1.5283041786322067
44.1,-1.707574163,44.1,-1.6798290587605038,44.1,-1.740399076773447,44.1,-1.7136333908872297,44.1,-1.5510088955092434,44.1,-1.5495317213073505,44.1,-1.6253900463966038,44.1,-1.5286655720283524
44.2,-1.707574163,44.2,-1.6798290587605038,44.2,-1.7393101501740469,44.2,-1.71145553768843,44.2,-1.5510088955092434,44.2,-1.5508928795566006,44.2,-1.6268356199811862,44.2,-1.529026965424498
44.3,-1.700322305,44.3,-1.6809103900338578,44.3,-1.7380347451353837,44.3,-1.70927768448963,44.3,-1.5523515402719388,44.3,-1.5522540378058505,44.3,-1.6287079721381486,44.3,-1.5294950534637386
44.4,-1.700322305,44.4,-1.6820349952881966,44.4,-1.7365828430028505,44.4,-1.7070998312908303,44.4,-1.5549649641104988,44.4,-1.5536151960551003,44.4,-1.6308763325150222,44.4,-1.530037143557957
44.5,-1.700322305,44.5,-1.6831596005425356,44.5,-1.7351309408703173,44.5,-1.7049219780920304,44.5,-1.5575783879490588,44.5,-1.5549763543043502,44.5,-1.6324195572539308,44.5,-1.5305792336521753
44.6,-1.690998487,44.6,-1.6843283867175805,44.6,-1.7336790387377838,44.6,-1.7027441248932305,44.6,-1.5601918117876186,44.6,-1.5563375125536003,44.6,-1.6335037374423675,44.6,-1.5311213237463936
44.7,-1.690998487,44.7,-1.6860152945990887,44.7,-1.7322271366052506,44.7,-1.7002920934342147,44.7,-1.5628052356261786,44.7,-1.5576986708028502,44.7,-1.6345879176308045,44.7,-1.5313583621319324
44.8,-1.690998487,44.8,-1.687702202480597,44.8,-1.7307752344727174,44.8,-1.697569776935715,44.8,-1.5654186594647383,44.8,-1.5590598290521,44.8,-1.6356720978192412,44.8,-1.5313583621319324
44.9,-1.67960271,44.9,-1.6893891103621053,44.9,-1.7295042713807682,44.9,-1.694847460437215,44.9,-1.5680320833032981,44.9,-1.5604209873013501,44.9,-1.6367562780076779,44.9,-1.5316558977303094
45.0,-1.67960271,45.0,-1.6914060147393282,45.0,-1.7284153447813684,45.0,-1.6921251439387153,45.0,-1.5706455071418581,45.0,-1.5617821455506,45.0,-1.6378404581961146,45.0,-1.5321979878245278
45.1,-1.67960271,45.1,-1.6947798305023445,45.1,-1.7273264181819683,45.1,-1.6894028274402153,45.1,-1.5732589309804181,45.1,-1.56314330379985,45.1,-1.6389246383845513,45.1,-1.5327400779187461
45.2,-1.668206933,45.2,-1.6975820151153442,45.2,-1.7262374915825682,45.2,-1.6866805109417153,45.2,-1.575872354818978,45.2,-1.5645044620491,45.2,-1.6400088185729882,45.2,-1.5332821680129645
45.3,-1.668206933,45.3,-1.698706620369683,45.3,-1.7251485649831684,45.3,-1.6839581944432156,45.3,-1.5784503294359113,45.3,-1.5658656202983499,45.3,-1.6410929987614247,45.3,-1.5338242581071828
45.4,-1.668206933,45.4,-1.699479592137815,45.4,-1.7240596383837683,45.4,-1.6812358779447156,45.4,-1.5809911581678446,45.4,-1.5672267785475997,45.4,-1.6421771789498616,45.4,-1.5343663482014012
45.5,-1.661991054,45.5,-1.699479592137815,45.5,-1.7220937135748429,45.5,-1.6675965984588208,45.5,-1.583531986899778,45.5,-1.5685879367968496,45.5,-1.6432613591382983,45.5,-1.5349084382956195
45.6,-1.661991054,45.6,-1.699270866439112,45.6,-1.7191899093097764,45.6,-1.664874281960321,45.6,-1.586072815631711,45.6,-1.5699490950460997,45.6,-1.644345539326735,45.6,-1.535450528389838
45.7,-1.661991054,45.7,-1.6987085638119428,45.7,-1.7162861050447098,45.7,-1.662151965461821,45.7,-1.5886136443636443,45.7,-1.5714404181771087,45.7,-1.645162248358006,45.7,-1.5357251473268905
45.8,-1.654739196,45.8,-1.6981462611847733,45.8,-1.7133823007796436,45.8,-1.6594296489633216,45.8,-1.5911544730955773,45.8,-1.5730738080762086,45.8,-1.6457043384522243,45.8,-1.5357251473268905
45.9,-1.654739196,45.9,-1.697583958557604,45.9,-1.710478496514577,45.9,-1.6554195321439291,45.9,-1.5884211884598896,45.9,-1.5747071979753084,45.9,-1.6462464285464427,45.9,-1.5357251473268905
46.0,-1.654739196,46.0,-1.6970216559304345,46.0,-1.7075746922495105,46.0,-1.6499748991469292,46.0,-1.584428457595423,46.0,-1.5763405878744083,46.0,-1.646788518640661,46.0,-1.5357251473268905
46.1,-1.654739196,46.1,-1.696459353303265,46.1,-1.70399144701154,46.1,-1.645549427609285,46.1,-1.5804357267309563,46.1,-1.5779739777735085,46.1,-1.6475830476714397,46.1,-1.535893439951264
46.2,-1.654739196,46.2,-1.6958970506760958,46.2,-1.6996357406139402,46.2,-1.642282647811085,46.2,-1.5764429958664898,46.2,-1.5796073676726083,46.2,-1.6486672278598766,46.2,-1.5362548333474098
46.3,-1.654739196,46.3,-1.6953347480489263,46.3,-1.6952800342163405,46.3,-1.6385118266818866,46.3,-1.5724502650020233,46.3,-1.5812407575717082,46.3,-1.6497514080483133,46.3,-1.5366162267435552
46.4,-1.657847135,46.4,-1.6947724454217568,46.4,-1.6909243278187407,46.4,-1.6341561202842867,46.4,-1.5684575341375568,46.4,-1.5828741474708081,46.4,-1.65083558823675,46.4,-1.5369776201397007
46.5,-1.657847135,46.5,-1.6942101427945875,46.5,-1.686568621421141,46.5,-1.6306312504405531,46.5,-1.5657941417592764,46.5,-1.5736003609568328,46.5,-1.6519197684251867,46.5,-1.5373390135358465
46.6,-1.657847135,46.6,-1.693647840167418,46.6,-1.6822129150235412,46.6,-1.62809042170862,46.6,-1.5647052151598766,46.6,-1.5561775353664342,46.6,-1.6530039486136237,46.6,-1.537700406931992
46.7,-1.660955075,46.7,-1.6930855375402485,46.7,-1.6748994334240974,46.7,-1.6255495929766868,46.7,-1.5563266669675788,46.7,-1.5443621585961977,46.7,-1.6539961725597994,46.7,-1.5380618003281377
46.8,-1.660955075,46.8,-1.6921170554807805,46.8,-1.6640101674300984,46.8,-1.6230087642447537,46.8,-1.553604350469079,46.8,-1.5393258730739732,46.8,-1.6548635167105488,46.8,-1.5384231937242832
46.9,-1.660955075,46.9,-1.6909924502264417,46.9,-1.6540957477060219,46.9,-1.6204679355128204,46.9,-1.550882033970579,46.9,-1.5342895875517484,46.9,-1.6557308608612982,46.9,-1.5387845871204289
47.0,-1.660955075,47.0,-1.690746021747899,47.0,-1.645384334910822,47.0,-1.6179271067808874,47.0,-1.5481597174720791,47.0,-1.5292533020295236,47.0,-1.6565982050120476,47.0,-1.5391459805165744
47.1,-1.660955075,47.1,-1.690746021747899,47.1,-1.6150650222247658,47.1,-1.6114210626342313,47.1,-1.5456783428417207,47.1,-1.5242170165072988,47.1,-1.6574655491627972,47.1,-1.5395073739127199
47.2,-1.660955075,47.2,-1.687914037686915,47.2,-1.6117982424265658,47.2,-1.6097876727351315,47.2,-1.5435004896429207,47.2,-1.5191807309850738,47.2,-1.6583328933135466,47.2,-1.5398687673088656
47.3,-1.656811156,47.3,-1.6845402219238985,47.3,-1.602695801342334,47.3,-1.6081542828360318,47.3,-1.5413226364441208,47.3,-1.5141444454628494,47.3,-1.6592002374642958,47.3,-1.54016104661343
47.4,-1.656811156,47.4,-1.682681125058172,47.4,-1.6010624114432341,47.4,-1.6065208929369317,47.4,-1.5391447832453211,47.4,-1.5091081599406246,47.4,-1.6600675816150452,47.4,-1.5403417433115025
47.5,-1.656811156,47.5,-1.6809942171766636,47.5,-1.5994290215441342,47.5,-1.602768880812673,47.5,-1.5363665843629568,47.5,-1.5040718744183998,47.5,-1.6609349257657948,47.5,-1.5405224400095754
47.6,-1.650595277,47.6,-1.6793073092951554,47.6,-1.5977956316450344,47.6,-1.596235321216273,47.6,-1.5429001439593566,47.6,-1.499035588896175,47.6,-1.6618022699165442,47.6,-1.5407031367076482
47.7,-1.650595277,47.7,-1.677628822996773,47.7,-1.5949990778953216,47.7,-1.5906322927003635,47.7,-1.5494337035557566,47.7,-1.49399930337395,47.7,-1.662746538088949,47.7,-1.5408838334057209
47.8,-1.650595277,47.8,-1.6765042177424343,47.8,-1.590643371497722,47.8,-1.586276586302764,47.8,-1.555967263152156,47.8,-1.4889630178517257,47.8,-1.6638307182773855,47.8,-1.5410645301037937
47.9,-1.644379399,47.9,-1.6687467736182084,47.9,-1.5808868026616003,47.9,-1.581920879905164,47.9,-1.5675578103057826,47.9,-1.483926732329501,47.9,-1.6649148984658222,47.9,-1.5412452268018666
48.0,-1.644379399,48.0,-1.6664975631095307,48.0,-1.5792534127625004,48.0,-1.5775651735075642,48.0,-1.5860695624955823,48.0,-1.478890446807276,48.0,-1.665999078654259,48.0,-1.5414259234999395
48.1,-1.644379399,48.1,-1.6642483526008531,48.1,-1.5776200228634005,48.1,-1.5741178405957383,48.1,-1.5435065736725546,48.1,-1.473854161285051,48.1,-1.66672870317563,48.1,-1.541606620198012
48.2,-1.63816352,48.2,-1.6619991420921754,48.2,-1.5759866329643004,48.2,-1.5719399873969384,48.2,-1.538606403975255,48.2,-1.4688178757628263,48.2,-1.66672870317563,48.2,-1.541787316896085
48.3,-1.63816352,48.3,-1.6595356346836503,48.3,-1.5741289193930967,48.3,-1.5644980543147653,48.3,-1.5334819106058517,48.3,-1.4642863185028356,48.3,-1.6660496562827096,48.3,-1.5419680135941578
48.4,-1.63816352,48.4,-1.6561618189206337,48.4,-1.5719510661942968,48.4,-1.5601423479171654,48.4,-1.5280372776088518,48.4,-1.4604750754049356,48.4,-1.663881295905836,48.4,-1.5421487102922304
48.5,-1.631947642,48.5,-1.6527880031576172,48.5,-1.5697732129954969,48.5,-1.556229749465094,48.5,-1.5225926446118518,48.5,-1.4566638323070356,48.5,-1.6617129355289624,48.5,-1.5423294069903033
48.6,-1.631947642,48.6,-1.6494141873946007,48.6,-1.5675953597966967,48.6,-1.5529629696668943,48.6,-1.517148011614852,48.6,-1.4528525892091357,48.6,-1.659544575152089,48.6,-1.5425101036883762
48.7,-1.631947642,48.7,-1.6460403716315843,48.7,-1.5658550751447466,48.7,-1.533099736045792,48.7,-1.511703378617852,48.7,-1.4462060508302519,48.7,-1.6573762147752154,48.7,-1.542690800386449
48.8,-1.627803723,48.8,-1.642666555868568,48.8,-1.5647661485453466,48.8,-1.5265661764493927,48.8,-1.5062587456208525,48.8,-1.4462060508302519,48.8,-1.655207854398342,48.8,-1.5428714970845216
48.9,-1.627803723,48.9,-1.6388809894721081,48.9,-1.5619258584966382,48.9,-1.515642584801409,48.9,-1.5008141126238526,48.9,-1.4462060508302519,48.9,-1.6530394940214685,48.9,-1.5430521937825945
49.0,-1.625731763,49.0,-1.6343825684547528,49.0,-1.5619258584966382,49.0,-1.514553658202009,49.0,-1.4953694796268526,49.0,-1.4462060508302519,49.0,-1.650871133644595,49.0,-1.5432328904806674
49.1,-1.625731763,49.1,-1.6308392845266817,49.1,-1.56235234824613,49.1,-1.5117078287546217,49.1,-1.4894983568803613,49.1,-1.4486737699273917,49.1,-1.6487027732677213,49.1,-1.54341358717874
49.2,-1.625731763,49.2,-1.6285900740180042,49.2,-1.5634412748455297,49.2,-1.5117078287546217,49.2,-1.4829647972839617,49.2,-1.4493997209936584,49.2,-1.646534412890848,49.2,-1.5435942838768129
49.3,-1.625731763,49.3,-1.6263408635093266,49.3,-1.5645302014449296,49.3,-1.5117078287546217,49.3,-1.4764312376875626,49.3,-1.450125672059925,49.3,-1.6442074351079148,49.3,-1.5437749805748857
49.4,-1.625731763,49.4,-1.624091653000649,49.4,-1.5656191280443297,49.4,-1.5117078287546217,49.4,-1.4698976780911628,49.4,-1.4508516231261916,49.4,-1.6413885666179793,49.4,-1.5439556772729583
49.5,-1.625731763,49.5,-1.6202682542615319,49.5,-1.5667080546437295,49.5,-1.5122270924447883,49.5,-1.4623206209168713,49.5,-1.4515775741924584,49.5,-1.6385696981280438,49.5,-1.5441363739710312
49.6,-1.626767743,49.6,-1.619143649007193,49.6,-1.5677969812431296,49.6,-1.5135882506940381,49.6,-1.4644984741156712,49.6,-1.4523035252587249,49.6,-1.6357508296381083,49.6,-1.544317070669104
49.7,-1.626767743,49.7,-1.618019043752854,49.7,-1.5688859078425295,49.7,-1.5149494089432882,49.7,-1.4666763273144714,49.7,-1.4530294763249916,49.7,-1.6329319611481725,49.7,-1.544536817017547
49.8,-1.626767743,49.8,-1.6168944384985153,49.8,-1.5699748344419295,49.8,-1.5163105671925379,49.8,-1.468854180513271,49.8,-1.453755427391258,49.8,-1.6301130926582372,49.8,-1.5448982104136926
49.9,-1.623659804,49.9,-1.6157698332441766,49.9,-1.5714680931961045,49.9,-1.5176717254417877,49.9,-1.4598724703935042,49.9,-1.4544813784575248,49.9,-1.6272942241683017,49.9,-1.5452596038098383
50.0,-1.623659804,50.0,-1.6146452279898378,50.0,-1.5736459463949044,50.0,-1.5190328836910378,50.0,-1.4555167639959046,50.0,-1.4552073295237915,50.0,-1.6244753556783662,50.0,-1.5456209972059838
50.1,-1.623659804,50.1,-1.613520622735499,50.1,-1.5758237995937043,50.1,-1.5203940419402877,50.1,-1.4511610575983047,50.1,-1.455933280590058,50.1,-1.6216564871884305,50.1,-1.5459823906021295
50.2,-1.620551865,50.2,-1.61239601748116,50.2,-1.5780016527925043,50.2,-1.5217552001895376,50.2,-1.446805351200705,50.2,-1.4566592316563247,50.2,-1.618837618698495,50.2,-1.546343783998275
50.3,-1.620551865,50.3,-1.6112714122268212,50.3,-1.5799828793125956,50.3,-1.5241978051716838,50.3,-1.4444159115901898,50.3,-1.4575162671750637,50.3,-1.6160187502085597,50.3,-1.5467051773944205
50.4,-1.620551865,50.4,-1.6101468069724825,50.4,-1.5816162692116957,50.4,-1.5285535115692837,50.4,-1.4455048381895896,50.4,-1.4586051937744635,50.4,-1.6131998817186242,50.4,-1.5470665707905662
50.5,-1.615371966,50.5,-1.6090222017181437,50.5,-1.5832496591107956,50.5,-1.5329092179668837,50.5,-1.4465937647889895,50.5,-1.4596941203738636,50.5,-1.6103810132286884,50.5,-1.5474279641867117
50.6,-1.615371966,50.6,-1.6078975964638047,50.6,-1.5848830490098955,50.6,-1.5372649243644836,50.6,-1.4476826913883896,50.6,-1.4607830469732637,50.6,-1.607562144738753,50.6,-1.5477893575828572
50.7,-1.615371966,50.7,-1.6077771030436971,50.7,-1.5867075261890249,50.7,-1.540601498601927,50.7,-1.4538072086628504,50.7,-1.435289087842857,50.7,-1.6047432762488174,50.7,-1.548150750979003
50.8,-1.616407946,50.8,-1.6077771030436971,50.8,-1.5888853793878246,50.8,-1.54205340073446,50.8,-1.4568017568112,50.8,-1.435289087842857,50.8,-1.601924407758882,50.8,-1.5485121443751484
50.9,-1.616407946,50.9,-1.6077771030436971,50.9,-1.5910632325866245,50.9,-1.5435053028669934,50.9,-1.45979630495955,50.9,-1.435289087842857,50.9,-1.5991055392689464,50.9,-1.548873537771294
51.0,-1.616407946,51.0,-1.6078049590494212,51.0,-1.5932410857854244,51.0,-1.5449572049995266,51.0,-1.4627908531079,51.0,-1.435289087842857,51.0,-1.5962866707790109,51.0,-1.5492349311674396
51.1,-1.622623824,51.1,-1.6106164721852683,51.1,-1.5952952403966574,51.1,-1.54640910713206,51.1,-1.4657854012562497,51.1,-1.4357838821931244,51.1,-1.5934678022890754,51.1,-1.549596324563585
51.2,-1.622623824,51.2,-1.6134279853211153,51.2,-1.597110118062324,51.2,-1.5478610092645932,51.2,-1.4687799494045997,51.2,-1.4372357843256576,51.2,-1.5906489337991399,51.2,-1.5499577179597308
51.3,-1.622623824,51.3,-1.6162394984569624,51.3,-1.5989249957279905,51.3,-1.5495566156398073,51.3,-1.4717744975529494,51.3,-1.4386876864581908,51.3,-1.587898489391631,51.3,-1.5503191113558763
51.4,-1.627803723,51.4,-1.618979622480466,51.4,-1.600739873393657,51.4,-1.5517344688386072,51.4,-1.4747690457012992,51.4,-1.440139588590724,51.4,-1.5857301290147574,51.4,-1.5506805047520218
51.5,-1.627803723,51.5,-1.6212288329891436,51.5,-1.6025547510593237,51.5,-1.5539123220374071,51.5,-1.4777635938496492,51.5,-1.4415914907232574,51.5,-1.583561768637884,51.5,-1.5510212714988398
51.6,-1.627803723,51.6,-1.6234780434978213,51.6,-1.6043696287249904,51.6,-1.556090175236207,51.6,-1.480758141997999,51.6,-1.4430433928557906,51.6,-1.5813934082610104,51.6,-1.5511567940223945
51.7,-1.632983622,51.7,-1.6257272540064989,51.7,-1.6070116207128713,51.7,-1.558268028435007,51.7,-1.483752690146349,51.7,-1.4444952949883239,51.7,-1.5792250478841368,51.7,-1.5512923165459491
51.8,-1.632983622,51.8,-1.6304342711597395,51.8,-1.6113673271104707,51.8,-1.5604458816338065,51.8,-1.4867472382946987,51.8,-1.445947197120857,51.8,-1.5770566875072634,51.8,-1.5514278390695038
51.9,-1.632983622,51.9,-1.633808086922756,51.9,-1.6193919423670604,51.9,-1.561053513076678,51.9,-1.4897417864430484,51.9,-1.4473990992533903,51.9,-1.5748883271303897,51.9,-1.5515633615930582
52.0,-1.637127541,52.0,-1.636501438769207,52.0,-1.6215697955658603,52.0,-1.558331196578178,52.0,-1.4927363345913984,52.0,-1.4488510013859237,52.0,-1.5727199667535163,52.0,-1.5516988841166128
52.1,-1.637127541,52.1,-1.6376260440235457,52.1,-1.6237476487646603,52.1,-1.5556088800796783,52.1,-1.4957308827397484,52.1,-1.450302903518457,52.1,-1.5705516063766427,52.1,-1.5518344066401675
52.2,-1.637127541,52.2,-1.64489477720084,52.2,-1.6259255019634602,52.2,-1.5528865635811784,52.2,-1.4987254308880982,52.2,-1.4517548056509901,52.2,-1.568383245999769,52.2,-1.5519699291637221
52.3,-1.634019601,52.3,-1.64489477720084,52.3,-1.6351730153222253,52.3,-1.5508399658239305,52.3,-1.501917063669313,52.3,-1.4532067077835233,52.3,-1.5662148856228957,52.3,-1.5521054516872768
52.4,-1.634019601,52.4,-1.64395104163948,52.4,-1.6460622813162251,52.4,-1.5502955025242304,52.4,-1.5055468190006462,52.4,-1.4546586099160566,52.4,-1.5640465252460223,52.4,-1.5522409742108312
52.5,-1.634019601,52.5,-1.6417018311308023,52.5,-1.6556222674224372,52.5,-1.5497510392245306,52.5,-1.5091765743319794,52.5,-1.45611051204859,52.5,-1.5619020116828934,52.5,-1.5523764967343858
52.6,-1.629875682,52.6,-1.6394526206221247,52.6,-1.6621558270188366,52.6,-1.5492065759248306,52.6,-1.5128063296633125,52.6,-1.4575624141811232,52.6,-1.5608178314944567,52.6,-1.5525120192579405
